txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
136,26,24,4873.91,DEBIT,CARD,SHOPPING,Clothing,Amazon India/Myntra,21-11-2025 16:35,Hyderabad,Telangana,India,Payment for Clothing at Amazon India/Myntra.,12-12-2025 11:44
137,27,25,1023.23,DEBIT,UPI,FOOD,Coffee Shop,Starbucks,02-09-2025 02:49,Chennai,Tamil Nadu,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:44
138,28,26,1963.07,DEBIT,WALLET,TRANSPORT,Cab,NHAI Toll,25-08-2025 15:37,Delhi,Delhi,India,Payment for Cab at NHAI Toll.,12-12-2025 11:44
139,29,27,15509.68,DEBIT,CASH,TRAVEL,Local Sightseeing,IRCTC,21-06-2025 00:08,Bengaluru,Karnataka,India,Payment for Local Sightseeing at IRCTC.,12-12-2025 11:44
140,30,28,2308.83,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Starbucks,21-10-2025 16:11,Jaipur,Rajasthan,India,Payment for Online Delivery at Starbucks.,12-12-2025 11:44
141,31,29,10972.63,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,06-07-2025 05:43,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
142,32,30,3478.78,DEBIT,UPI,SUBSCRIPTIONS,Streaming,Times of India,20-11-2025 19:35,Lucknow,Uttar Pradesh,India,Payment for Streaming at Times of India.,12-12-2025 11:44
143,33,31,11500.59,DEBIT,NET_BANKING,HEALTHCARE,Insurance Premium,LIC/HDFC Life,29-08-2025 17:35,Ahmedabad,Gujarat,India,Payment for Insurance Premium at LIC/HDFC Life.,12-12-2025 11:44
144,34,32,41983.84,DEBIT,CASH,EDUCATION,Online Course,BYJU's/Vedantu,20-08-2025 19:15,Kolkata,West Bengal,India,Payment for Online Course at BYJU's/Vedantu.,12-12-2025 11:44
145,35,33,5563.89,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,09-10-2025 21:05,Mumbai,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
146,36,34,1732.12,DEBIT,CARD,TRANSPORT,Cab,IOCL Pump,28-07-2025 01:21,Delhi,Delhi,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
147,37,35,1910.82,DEBIT,UPI,TRANSPORT,Fuel,IOCL Pump,25-06-2025 10:11,Bengaluru,Karnataka,India,Payment for Fuel at IOCL Pump.,12-12-2025 11:44
148,38,36,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Zomato/Swiggy,07-07-2025 19:20,Chennai,Tamil Nadu,India,Payment for Coffee Shop at Zomato/Swiggy.,12-12-2025 11:44
149,39,37,2402.04,DEBIT,CASH,FOOD,Restaurant,Saravana Bhavan,16-08-2025 19:40,Lucknow,Uttar Pradesh,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:44
150,40,38,3592.83,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Software,Netflix/Hotstar,28-06-2025 06:47,Ahmedabad,Gujarat,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:44
151,41,39,2759.5,DEBIT,WALLET,FOOD,Groceries,Reliance Smart,27-06-2025 06:47,Jaipur,Rajasthan,India,Payment for Groceries at Reliance Smart.,12-12-2025 11:44
152,42,40,1103.52,DEBIT,CARD,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,12-12-2025 11:44
153,43,41,1825.92,DEBIT,UPI,FOOD,Online Delivery,Reliance Smart,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
154,44,42,19183.99,DEBIT,NET_BANKING,HOUSING,Internet,Landlord,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Internet at Landlord.,12-12-2025 11:44
155,45,43,2705.8,DEBIT,CASH,SHOPPING,Online Shopping,Croma/Reliance Digital,28-07-2025 07:12,Mumbai,Maharashtra,India,Payment for Online Shopping at Croma/Reliance Digital.,12-12-2025 11:44
156,46,44,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,16-07-2025 02:49,Delhi,Delhi,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
157,47,45,24022.09,DEBIT,WALLET,TRAVEL,Flight,IRCTC,18-10-2025 20:38,Bengaluru,Karnataka,India,Payment for Flight at IRCTC.,12-12-2025 11:44
158,48,46,3959.08,DEBIT,CARD,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,08-09-2025 11:34,Chennai,Tamil Nadu,India,Payment for Newspaper at Netflix/Hotstar.,12-12-2025 11:44
159,49,47,2899.7,DEBIT,UPI,SHOPPING,Books,Crossword,08-09-2025 14:02,Lucknow,Uttar Pradesh,India,Payment for Books at Crossword.,12-12-2025 11:44
160,50,48,2943.43,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,06-11-2025 21:05,Ahmedabad,Gujarat,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
161,51,49,3547.41,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,06-09-2025 01:21,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,12-12-2025 11:44
162,52,50,37798.81,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,HDFC Bank/SBI,02-09-2025 20:30,Hyderabad,Telangana,India,Payment for Credit Card Payment at HDFC Bank/SBI.,12-12-2025 11:44
163,53,53,16801.37,DEBIT,CARD,TRAVEL,Hotel,Indigo/Air India,21-09-2025 16:35,Kolkata,West Bengal,India,Payment for Hotel at Indigo/Air India.,12-12-2025 11:44
164,1,51,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
165,2,52,1100.08,DEBIT,WALLET,TRANSPORT,Fuel,Ola/Uber,24-07-2025 16:15,Delhi,Delhi,India,Payment for Fuel at Ola/Uber.,12-12-2025 11:44
166,3,1,17332.93,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,18-10-2025 10:49,Bengaluru,Karnataka,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
167,4,2,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,01-08-2025 19:40,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
168,5,3,1243.34,DEBIT,CARD,TRANSPORT,Fuel,Delhi Metro/BMTC,24-09-2025 09:37,Hyderabad,Telangana,India,Payment for Fuel at Delhi Metro/BMTC.,12-12-2025 11:44
169,6,4,14259.6,DEBIT,UPI,HEALTHCARE,Insurance Premium,LIC/HDFC Life,01-08-2025 10:48,Kolkata,West Bengal,India,Payment for Insurance Premium at LIC/HDFC Life.,12-12-2025 11:44
170,7,5,4199.11,DEBIT,NET_BANKING,SHOPPING,Clothing,Amazon India/Myntra,09-12-2025 17:35,Chennai,Tamil Nadu,India,Payment for Clothing at Amazon India/Myntra.,12-12-2025 11:44
171,8,6,345.92,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,02-09-2025 16:35,Lucknow,Uttar Pradesh,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,12-12-2025 11:44
172,9,7,2308.83,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Starbucks,27-07-2025 10:49,Ahmedabad,Gujarat,India,Payment for Online Delivery at Starbucks.,12-12-2025 11:44
173,10,8,11502.94,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,09-10-2025 21:05,Jaipur,Rajasthan,India,Payment for Insurance Premium at Practo/Local Clinic.,12-12-2025 11:44
174,11,9,16801.37,DEBIT,CARD,TRAVEL,Hotel,OYO/Goibibo,14-08-2025 13:30,Pune,Maharashtra,India,Payment for Hotel at OYO/Goibibo.,12-12-2025 11:44
175,12,10,1243.68,DEBIT,UPI,FOOD,Coffee Shop,Starbucks,20-11-2025 19:01,Hyderabad,Telangana,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:44
176,13,11,1825.92,DEBIT,NET_BANKING,FOOD,Online Delivery,Reliance Smart,02-09-2025 21:05,Kolkata,West Bengal,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
177,14,12,3959.08,DEBIT,CASH,SUBSCRIPTIONS,Newspaper,Times of India,25-06-2025 10:11,Mumbai,Maharashtra,India,Payment for Newspaper at Times of India.,12-12-2025 11:44
178,15,13,2705.8,DEBIT,AUTO_DEBIT,SHOPPING,Online Shopping,Amazon India/Myntra,20-08-2025 19:15,Delhi,Delhi,India,Payment for Online Shopping at Amazon India/Myntra.,12-12-2025 11:44
179,16,14,1103.52,DEBIT,WALLET,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,28-07-2025 01:21,Bengaluru,Karnataka,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,12-12-2025 11:44
180,17,15,10972.63,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,28-06-2025 06:47,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
181,18,16,3478.78,DEBIT,UPI,SUBSCRIPTIONS,Streaming,Netflix/Hotstar,06-11-2025 21:05,Hyderabad,Telangana,India,Payment for Streaming at Netflix/Hotstar.,12-12-2025 11:44
182,19,17,2145.29,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,21-10-2025 16:11,Lucknow,Uttar Pradesh,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
183,20,18,7861.94,DEBIT,CASH,SHOPPING,Clothing,Amazon India/Myntra,28-07-2025 07:12,Ahmedabad,Gujarat,India,Payment for Clothing at Amazon India/Myntra.,12-12-2025 11:44
184,21,19,24022.09,DEBIT,AUTO_DEBIT,TRAVEL,Flight,Local Travel Agency,16-07-2025 02:49,Jaipur,Rajasthan,India,Payment for Flight at Local Travel Agency.,12-12-2025 11:44
185,22,20,2402.04,DEBIT,WALLET,FOOD,Restaurant,Reliance Smart,16-08-2025 19:40,Kolkata,West Bengal,India,Payment for Restaurant at Reliance Smart.,12-12-2025 11:44
186,23,21,1098.39,DEBIT,CARD,FOOD,Coffee Shop,Zomato/Swiggy,07-07-2025 19:20,Mumbai,Maharashtra,India,Payment for Coffee Shop at Zomato/Swiggy.,12-12-2025 11:44
187,24,22,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,27-06-2025 06:47,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
188,25,23,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,06-09-2025 01:21,Bengaluru,Karnataka,India,Payment for Software at Microsoft 365.,12-12-2025 11:44
189,26,24,5563.89,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Microsoft 365,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Gym Membership at Microsoft 365.,12-12-2025 11:44
190,27,25,41983.84,DEBIT,AUTO_DEBIT,EDUCATION,Online Course,Coursera/Udemy,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Online Course at Coursera/Udemy.,12-12-2025 11:44
191,28,26,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,01-08-2025 16:40,Lucknow,Uttar Pradesh,India,Payment for Insurance Premium at Practo/Local Clinic.,12-12-2025 11:44
192,29,27,34267.89,DEBIT,CARD,HOUSING,Rent,Airtel Broadband/Jio Fiber,28-07-2025 07:11,Ahmedabad,Gujarat,India,Payment for Rent at Airtel Broadband/Jio Fiber.,12-12-2025 11:44
193,30,28,15049.88,DEBIT,UPI,TRAVEL,Hotel,Local Travel Agency,24-07-2025 16:15,Jaipur,Rajasthan,India,Payment for Hotel at Local Travel Agency.,12-12-2025 11:44
194,31,29,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,BYJU's/Vedantu,18-10-2025 10:49,Kolkata,West Bengal,India,Payment for Course Material at BYJU's/Vedantu.,12-12-2025 11:44
195,32,30,15509.31,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,02-09-2025 16:35,Mumbai,Maharashtra,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
196,33,31,3037.49,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Zomato/Swiggy,27-07-2025 10:49,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
197,34,32,4169.83,DEBIT,WALLET,FOOD,Groceries,Reliance Smart,06-09-2025 01:21,Bengaluru,Karnataka,India,Payment for Groceries at Reliance Smart.,12-12-2025 11:44
198,35,33,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Maintenance at RWA.,12-12-2025 11:44
199,36,34,1112.42,DEBIT,UPI,TRANSPORT,Fuel,IOCL Pump,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Fuel at IOCL Pump.,12-12-2025 11:44
200,37,35,2150.94,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,01-08-2025 16:40,Lucknow,Uttar Pradesh,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
201,38,36,2899.7,DEBIT,CASH,SHOPPING,Books,Amazon India/Myntra,28-07-2025 07:11,Ahmedabad,Gujarat,India,Payment for Books at Amazon India/Myntra.,12-12-2025 11:44
202,39,37,4873.91,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Croma/Reliance Digital,24-07-2025 16:15,Jaipur,Rajasthan,India,Payment for Clothing at Croma/Reliance Digital.,12-12-2025 11:44
203,40,38,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Times of India,18-10-2025 10:49,Kolkata,West Bengal,India,Payment for Software at Times of India.,12-12-2025 11:44
204,41,39,37769.17,DEBIT,CARD,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,02-09-2025 16:35,Mumbai,Maharashtra,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,12-12-2025 11:44
205,42,40,10118.06,DEBIT,UPI,HEALTHCARE,Doctor Visit,Practo/Local Clinic,27-07-2025 10:49,Delhi,Delhi,India,Payment for Doctor Visit at Practo/Local Clinic.,12-12-2025 11:44
206,43,41,18585.11,DEBIT,NET_BANKING,TRAVEL,Train,IRCTC,06-09-2025 01:21,Bengaluru,Karnataka,India,Payment for Train at IRCTC.,12-12-2025 11:44
207,44,42,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
208,45,43,10304.7,DEBIT,AUTO_DEBIT,HEALTHCARE,Lab Test,Dr. Lal PathLabs,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:44
209,46,44,10825.84,DEBIT,WALLET,SHOPPING,Electronics,Croma/Reliance Digital,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Electronics at Croma/Reliance Digital.,12-12-2025 11:44
210,47,45,1912.83,DEBIT,CARD,FOOD,Online Delivery,Zomato/Swiggy,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
211,48,46,1654.51,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,24-07-2025 16:15,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
212,49,47,17332.93,DEBIT,NET_BANKING,HOUSING,Maintenance,RWA,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Maintenance at RWA.,12-12-2025 11:44
213,50,48,18831.62,DEBIT,CASH,EDUCATION,Course Material,University Book Store,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
214,51,49,1100.08,DEBIT,AUTO_DEBIT,TRANSPORT,Fuel,IOCL Pump,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Fuel at IOCL Pump.,12-12-2025 11:44
215,52,50,37974.15,DEBIT,WALLET,EDUCATION,Tuition Fees,Coursera/Udemy,01-08-2025 16:40,Lucknow,Uttar Pradesh,India,Payment for Tuition Fees at Coursera/Udemy.,12-12-2025 11:44
216,53,53,2989.47,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,28-07-2025 07:11,Ahmedabad,Gujarat,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
217,1,51,4660.85,DEBIT,UPI,SUBSCRIPTIONS,Software,Microsoft 365,24-07-2025 16:15,Jaipur,Rajasthan,India,Payment for Software at Microsoft 365.,12-12-2025 11:44
218,2,52,2150.94,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,02-09-2025 16:35,Kolkata,West Bengal,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
219,3,1,1112.42,DEBIT,CASH,TRANSPORT,Fuel,IOCL Pump,19-11-2025 19:01,Mumbai,Maharashtra,India,Payment for Fuel at IOCL Pump.,12-12-2025 11:44
220,4,2,25732.32,DEBIT,AUTO_DEBIT,HOUSING,Maintenance,BSES/TNEB/MSEDCL,14-10-2025 13:30,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
221,5,3,4169.83,DEBIT,WALLET,FOOD,Groceries,Saravana Bhavan,01-08-2025 16:40,Bengaluru,Karnataka,India,Payment for Groceries at Saravana Bhavan.,12-12-2025 11:44
222,6,4,3037.49,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,28-07-2025 07:11,Pune,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
223,7,5,15509.31,DEBIT,UPI,HOUSING,Maintenance,RWA,24-07-2025 16:15,Hyderabad,Telangana,India,Payment for Maintenance at RWA.,12-12-2025 11:44
224,8,6,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,University Book Store,02-09-2025 16:35,Lucknow,Uttar Pradesh,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
225,9,7,15049.88,DEBIT,CASH,TRAVEL,Hotel,Indigo/Air India,19-11-2025 19:01,Ahmedabad,Gujarat,India,Payment for Hotel at Indigo/Air India.,12-12-2025 11:44
226,10,8,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Landlord,14-10-2025 13:30,Jaipur,Rajasthan,India,Payment for Rent at Landlord.,12-12-2025 11:44
227,11,9,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,LIC/HDFC Life,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Insurance Premium at LIC/HDFC Life.,12-12-2025 11:44
228,12,10,41983.84,DEBIT,CARD,EDUCATION,Online Course,BYJU's/Vedantu,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Course at BYJU's/Vedantu.,12-12-2025 11:44
229,13,11,5563.89,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Microsoft 365,24-07-2025 16:15,Delhi,Delhi,India,Payment for Gym Membership at Microsoft 365.,12-12-2025 11:44
230,14,12,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Netflix/Hotstar,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:44
231,15,13,2115.11,DEBIT,CASH,SUBSCRIPTIONS,Software,Times of India,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Software at Times of India.,12-12-2025 11:44
232,16,14,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,12-12-2025 11:44
233,17,15,2899.69,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
234,18,16,10118.06,DEBIT,CARD,HEALTHCARE,Doctor Visit,Apollo Pharmacy,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Doctor Visit at Apollo Pharmacy.,12-12-2025 11:44
235,19,17,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,24-07-2025 16:15,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
236,20,18,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Starbucks,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:44
237,21,19,2402.04,DEBIT,CASH,FOOD,Restaurant,Saravana Bhavan,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:44
238,22,20,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
239,23,21,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,01-08-2025 16:40,Lucknow,Uttar Pradesh,India,Payment for Flight at OYO/Goibibo.,12-12-2025 11:44
240,24,22,18585.11,DEBIT,CARD,TRAVEL,Train,Local Travel Agency,28-07-2025 07:11,Ahmedabad,Gujarat,India,Payment for Train at Local Travel Agency.,12-12-2025 11:44
241,25,23,10304.7,DEBIT,UPI,HEALTHCARE,Lab Test,Dr. Lal PathLabs,24-07-2025 16:15,Jaipur,Rajasthan,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:44
242,26,24,45131.63,DEBIT,NET_BANKING,FINANCE,Loan EMI,HDFC Bank/SBI,02-09-2025 16:35,Kolkata,West Bengal,India,Payment for Loan EMI at HDFC Bank/SBI.,12-12-2025 11:44
243,27,25,1912.83,DEBIT,CASH,FOOD,Online Delivery,Reliance Smart,19-11-2025 19:01,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
244,28,26,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Amazon India/Myntra,14-10-2025 13:30,Delhi,Delhi,India,Payment for Electronics at Amazon India/Myntra.,12-12-2025 11:44
245,29,27,2705.8,DEBIT,WALLET,SHOPPING,Online Shopping,Croma/Reliance Digital,01-08-2025 16:40,Bengaluru,Karnataka,India,Payment for Online Shopping at Croma/Reliance Digital.,12-12-2025 11:44
246,30,28,1103.52,DEBIT,CARD,TRANSPORT,Metro/Bus Pass,NHAI Toll,28-07-2025 07:11,Pune,Maharashtra,India,Payment for Metro/Bus Pass at NHAI Toll.,12-12-2025 11:44
247,31,29,3959.08,DEBIT,UPI,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,24-07-2025 16:15,Hyderabad,Telangana,India,Payment for Newspaper at Netflix/Hotstar.,12-12-2025 11:44
248,32,30,1825.92,DEBIT,NET_BANKING,FOOD,Online Delivery,Zomato/Swiggy,02-09-2025 16:35,Lucknow,Uttar Pradesh,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
249,33,31,1243.68,DEBIT,CASH,FOOD,Coffee Shop,Reliance Smart,19-11-2025 19:01,Ahmedabad,Gujarat,India,Payment for Coffee Shop at Reliance Smart.,12-12-2025 11:44
250,34,32,16801.37,DEBIT,AUTO_DEBIT,TRAVEL,Hotel,Indigo/Air India,14-10-2025 13:30,Jaipur,Rajasthan,India,Payment for Hotel at Indigo/Air India.,12-12-2025 11:44
251,35,33,1100.08,DEBIT,WALLET,TRANSPORT,Fuel,Delhi Metro/BMTC,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Fuel at Delhi Metro/BMTC.,12-12-2025 11:44
252,36,34,18831.62,DEBIT,CARD,EDUCATION,Course Material,BYJU's/Vedantu,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Course Material at BYJU's/Vedantu.,12-12-2025 11:44
253,37,35,17332.93,DEBIT,UPI,HOUSING,Maintenance,RWA,24-07-2025 16:15,Delhi,Delhi,India,Payment for Maintenance at RWA.,12-12-2025 11:44
254,38,36,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
255,39,37,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
256,40,38,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Croma/Reliance Digital,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Electronics at Croma/Reliance Digital.,12-12-2025 11:44
257,41,39,10304.7,DEBIT,WALLET,HEALTHCARE,Lab Test,Apollo Pharmacy,01-08-2025 16:40,Lucknow,Uttar Pradesh,India,Payment for Lab Test at Apollo Pharmacy.,12-12-2025 11:44
258,42,40,2899.69,DEBIT,CARD,SUBSCRIPTIONS,Gym Membership,Microsoft 365,28-07-2025 07:11,Ahmedabad,Gujarat,India,Payment for Gym Membership at Microsoft 365.,12-12-2025 11:44
259,43,41,18585.11,DEBIT,UPI,TRAVEL,Train,OYO/Goibibo,24-07-2025 16:15,Jaipur,Rajasthan,India,Payment for Train at OYO/Goibibo.,12-12-2025 11:44
260,44,42,24022.09,DEBIT,NET_BANKING,TRAVEL,Flight,IRCTC,02-09-2025 16:35,Kolkata,West Bengal,India,Payment for Flight at IRCTC.,12-12-2025 11:44
261,45,43,7861.94,DEBIT,CASH,SHOPPING,Clothing,Zara/H&M,19-11-2025 19:01,Mumbai,Maharashtra,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
262,46,44,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Reliance Smart,14-10-2025 13:30,Delhi,Delhi,India,Payment for Restaurant at Reliance Smart.,12-12-2025 11:44
263,47,45,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Zomato/Swiggy,01-08-2025 16:40,Bengaluru,Karnataka,India,Payment for Coffee Shop at Zomato/Swiggy.,12-12-2025 11:44
264,48,46,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,28-07-2025 07:11,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
265,49,47,3592.83,DEBIT,UPI,SUBSCRIPTIONS,Software,Netflix/Hotstar,24-07-2025 16:15,Hyderabad,Telangana,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:44
266,50,48,2115.11,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,02-09-2025 16:35,Lucknow,Uttar Pradesh,India,Payment for Software at Microsoft 365.,12-12-2025 11:44
267,51,49,37769.17,DEBIT,CASH,FINANCE,Credit Card Payment,HDFC Bank/SBI,19-11-2025 19:01,Ahmedabad,Gujarat,India,Payment for Credit Card Payment at HDFC Bank/SBI.,12-12-2025 11:44
268,52,50,10118.06,DEBIT,AUTO_DEBIT,HEALTHCARE,Doctor Visit,Dr. Lal PathLabs,14-10-2025 13:30,Jaipur,Rajasthan,India,Payment for Doctor Visit at Dr. Lal PathLabs.,12-12-2025 11:44
269,53,53,45131.63,DEBIT,WALLET,FINANCE,Loan EMI,ICICI Bank/Axis Bank,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Loan EMI at ICICI Bank/Axis Bank.,12-12-2025 11:44
270,1,51,1243.68,DEBIT,CARD,FOOD,Coffee Shop,Reliance Smart,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Coffee Shop at Reliance Smart.,12-12-2025 11:44
